id,year,tropical,tons_ha,Bcals_ha,soilscore,ha,rice,wheat,sugar,grains,oil,fruits,roots,other,davg,navg,pavg,irr,landd,eqp,fert
10,1996,0,4.085326584,13.94664927,1.375434549,20379147,0.734574416,53.66269746,1.879372086,27.72562561,4.36432889,0.828498857,0.20705479,10.59784789,27.26912571,13.0124863,31.82547229,0.117276744,0.001293525,0.00063031,98.91974379
10,1997,0,4.014528807,13.77311359,1.371823762,20398715,0.817208339,51.18459668,1.965810101,26.34969899,6.461436419,0.877422916,0.203605962,12.1402206,27.83850149,13.52434275,29.98999134,0.116674016,0.001371986,0.000629698,107.0716954
10,1998,0,3.964311055,13.79186408,1.371362078,21801401,0.647664799,52.94613864,1.926481697,23.36510392,8.596144807,0.857261421,0.198189098,11.46301561,28.62176179,13.96100566,31.48522778,0.108479267,0.00137009,0.000589179,103.2020373
10,1999,0,3.939652458,13.79090117,1.366845313,22526866,0.673418131,54.77015755,1.837805578,18.90098694,12.3111222,0.907507507,0.18687908,10.41212302,27.8475701,13.78372232,34.4376566,0.099925129,0.00133623,0.000570202,104.4543879
10,2000,0,3.730879374,12.83096012,1.364025612,22773914,0.585318799,53.31099432,1.839824283,23.1502938,9.589238811,1.013036231,0.188865208,10.32242855,27.11933198,13.81038035,39.03571524,0.104681172,0.00138115,0.000564018,99.8949939
10,2001,0,3.587397615,12.04079458,1.361623903,22445704,0.788569608,51.3639492,1.795443796,25.85661826,8.92934345,1.095545945,0.182217497,9.98831224,28.47149166,14.04132491,31.13763362,0.1116472,0.00147476,0.000572264,106.1806749
10,2002,0,2.763883591,9.125251613,1.361396558,22225139,0.647914958,50.25840333,1.916748417,27.73557457,8.428536712,1.176235613,0.174995531,9.661590868,27.39783375,13.03017924,29.2238069,0.11450997,0.001454426,0.000577943,102.5680874
11,1975,0,8.462404836,11.41469258,1.396820314,1192148,0,22.61187369,0,56.96817845,0.468482101,3.814291514,5.796344078,10.34083017,19.51545595,9.859325016,100.8073459,0.003355288,0.000587687,0.007555002,262.5202576
11,1976,0,8.256014677,12.59319882,1.3962356,1226957,0,23.58094049,0,56.9578233,0.448344971,3.706079349,5.975107522,9.331704371,19.24922842,8.863787448,85.41678099,0.003260098,0.00057434,0.007415777,302.8052328
11,1977,0,7.996008986,11.80397109,1.399105456,1221494,0,23.34501848,0,57.55812145,0.491774827,3.937637025,4.928227236,9.739220987,18.93324412,8.728624711,85.54284893,0.003274678,0.000580248,0.007862626,308.2086363
11,1978,0,7.741740103,12.68158991,1.400213748,1238605,0,23.0935609,0,59.05619629,0.599787664,4.018633866,4.594039262,8.637782021,18.02314883,8.36514172,80.77951311,0.00322944,0.000578821,0.007866229,316.7450479
11,1979,0,7.395498827,10.46608287,1.40001038,1258694,0,21.46574147,0,60.51669429,0.623026725,3.967604517,4.611764257,8.815168738,19.08519233,8.947635825,96.45103013,0.003177897,0.000560939,0.00784997,320.0936844
11,1980,0,8.263698765,12.92011604,1.406336014,1270662,0,21.15062857,0,60.45769843,0.807767919,4.347969798,4.137134816,9.098800468,17.99848369,8.506129373,78.13963302,0.007869913,0.000578643,0.007817555,320.541576
